LONGITUDE,LATITUDE,LABEL,NAME,Substation,PrimaryFee,PrimaySubs,County,InternalSb,CustomersS,PhysicalLo
36° 06' 21.9396" E,0° 17' 14.1388" S,17812 - KENCELL_NAKHA ESTATE,17812 - KENCELL_NAKHA ESTATE,17812,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607395,8949.00000000000,communication aerial
36° 06' 7.9343" E,0° 17' 17.0142" S,17786 - NAKA ESTATE_LANET,17786 - NAKA ESTATE_LANET,17786,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607396,510.00000000000,NAKURU
36° 06' 4.8505" E,0° 17' 6.3131" S,05004 - Police Dog Unit_Nakuru,05004 - Police Dog Unit_Nakuru,05004,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607397,583.00000000000,Kenya Police Dog unit.
36° 05' 57.0699" E,0° 17' 6.3551" S,05627 - Free Area,05627 - Free Area,05627,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607398,0.00000000000,POLICE DOG SECT. -NAKURU
36° 05' 51.8321" E,0° 17' 9.4783" S,05696 - N.H.C_Nakuru,05696 - N.H.C_Nakuru,05696,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607399,435.00000000000,NHC HOUSING-NAKURU
36° 05' 44.4925" E,0° 17' 4.8279" S,05423 - Hortage Housing Sect,05423 - Hortage Housing Sect,05423,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607400,1056.00000000000,Mama Ngina Estate
36° 05' 32.5955" E,0° 17' 2.0555" S,05345 - Timber Purchase Hous,05345 - Timber Purchase Hous,05345,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607401,822.00000000000,near elizabethel guesthouse
36° 05' 23.3562" E,0° 17' 10.4511" S,05006 - Maasai Avenue,05006 - Maasai Avenue,05006,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607402,683.00000000000,58 estate
36° 05' 12.9738" E,0° 17' 12.2243" S,17196 - Masai Avenue,17196 - Masai Avenue,17196,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607403,179.00000000000,Masai Avenue
36° 05' 29.7080" E,0° 17' 23.6742" S,05814 - Natco W/Shop,05814 - Natco W/Shop,05814,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607405,1049.00000000000,NAKURU
36° 05' 22.8980" E,0° 17' 26.8839" S,05703 - Salvation Army Hoste,05703 - Salvation Army Hoste,05703,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607406,149.00000000000,NAKURU
36° 05' 19.5940" E,0° 17' 22.4462" S,05806 - Mcn Misonge Est.,05806 - Mcn Misonge Est.,05806,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607407,1130.00000000000,NAKURU
36° 05' 29.6964" E,0° 17' 45.9912" S,17987 - MANYANI APPLICANT NAK,17987 - MANYANI APPLICANT NAK,17987,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607408,7635.00000000000,manyani applicant nakuru
36° 05' 23.5253" E,0° 17' 50.3334" S,17988 - MANYANI APPLICANT,17988 - MANYANI APPLICANT,17988,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607409,1362.00000000000,Manyani
36° 05' 2.4280" E,0° 17' 14.2079" S,05008 - Maasai Avenue,05008 - Maasai Avenue,05008,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607420,637.00000000000,opposite  nakuru hill academy
36° 04' 33.7640" E,0° 17' 21.0607" S,05010 - Bondeni Rd./Masai Av,05010 - Bondeni Rd./Masai Av,05010,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607422,1992.00000000000,NAKURU
36° 04' 39.5183" E,0° 17' 32.5955" S,05390 - Flamingo Estate 2,05390 - Flamingo Estate 2,05390,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300607423,702.00000000000,central rift conference
36° 04' 31.0748" E,0° 17' 12.3728" S,05631 - Bondeni Road_Nakuru,05631 - Bondeni Road_Nakuru,05631,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607424,9270.00000000000,near legacy  hotel  nakuru
36° 04' 23.8782" E,0° 17' 5.0216" S,18085 - GITUAMBA,18085 - GITUAMBA,18085,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607425,1100.00000000000,Opposite Tumaini House
36° 04' 19.4998" E,0° 17' 5.4631" S,18102 - GITUAMBA,18102 - GITUAMBA,18102,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607426,217.00000000000,Rift valley sports club
36° 04' 19.7672" E,0° 17' 13.3877" S,05488 - P.C. Office,05488 - P.C. Office,05488,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607428,623.00000000000,p.c office
36° 04' 30.7859" E,0° 17' 11.1990" S,17562. - NO NAME,17562. - NO NAME,17562.,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607429,851.00000000000,NAKURU
36° 04' 30.5934" E,0° 17' 9.4336" S,18563 - REINFORCEMENT-MOSQUE,18563 - REINFORCEMENT-MOSQUE,18563,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607430,2670.00000000000,opposite  pioneer  plaza
36° 04' 34.6041" E,0° 17' 8.4003" S,18564 - SHEMEJI HOTEL,18564 - SHEMEJI HOTEL,18564,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607431,1007.00000000000,near  rwathia club
36° 04' 29.4688" E,0° 17' 5.9686" S,18565 - NO NAME,18565 - NO NAME,18565,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607432,1933.00000000000,opposite  stage matt
36° 04' 32.3364" E,0° 17' 3.5645" S,05016 - Market S/Station,05016 - Market S/Station,05016,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607433,605.00000000000,Matatu stage
36° 04' 34.3800" E,0° 17' 3.0455" S,18005 - NO NAME,18005 - NO NAME,18005,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607434,1995.00000000000,near gekomba complex  shoppin
36° 04' 30.9919" E,0° 16' 58.1559" S,18142 - NO NAME,18142 - NO NAME,18142,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607435,1637.00000000000,amaria agrovet supplies
36° 04' 28.9252" E,0° 16' 57.4487" S,05840 - Mutati Transporters,05840 - Mutati Transporters,05840,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607436,2377.00000000000,cigma business center
36° 04' 26.5266" E,0° 16' 59.5168" S,18465 - MBURU GICHUA RD,18465 - MBURU GICHUA RD,18465,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607437,439.00000000000,equety bank
36° 04' 25.4163" E,0° 16' 59.3131" S,05337 - Kenyatta Lane,05337 - Kenyatta Lane,05337,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607438,1037.00000000000,NAKURU
36° 04' 23.9880" E,0° 16' 59.6592" S,18031 - TOWN CENTRE,18031 - TOWN CENTRE,18031,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607439,476.00000000000,NAKURU
36° 04' 23.5107" E,0° 17' 0.2073" S,17225 - Gada Investment,17225 - Gada Investment,17225,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607440,889.00000000000,gada investment
36° 04' 22.2421" E,0° 17' 0.3561" S,05353 - Erose Cinema,05353 - Erose Cinema,05353,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607441,294.00000000000,NAKURU
36° 04' 20.3348" E,0° 17' 1.0634" S,18145 - UMARDIN RD._NAKURU TO,18145 - UMARDIN RD._NAKURU TO,18145,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607442,2481.00000000000,highway towers
36° 04' 18.0683" E,0° 17' 1.6297" S,17924 - SPIKES BUILDING,17924 - SPIKES BUILDING,17924,SOUTH 11KV EX NAKURU,NAKURU DEPOT,Nakuru,300607443,689.00000000000,spike building
36° 05' 41.9284" E,0° 17' 14.1815" S,18115 - SYSTEM REINFORCEMENT,18115 - SYSTEM REINFORCEMENT,18115,SOUTH EX LANET,LANET SUBSTATION,Nakuru,300607446,538.00000000000,oposite blescohouse elite  pr
36° 20' 29.4833" E,0° 40' 13.4472" S,05321 - Mathara Holdings,05321 - Mathara Holdings,05321,NORTH SHORE 11KV EX MARUL,MARULA,Nakuru,300607742,0.00000000000,KARUGU FARM
36° 20' 16.8247" E,0° 40' 34.4584" S,05322 - Mathara Holdings,05322 - Mathara Holdings,05322,NORTH SHORE 11KV EX MARUL,MARULA,Nakuru,300607743,57.00000000000,mathara holdings farm
36° 19' 58.9818" E,0° 40' 35.7367" S,05323 - Mathara Holdings,05323 - Mathara Holdings,05323,NORTH SHORE 11KV EX MARUL,MARULA,Nakuru,300607744,10.00000000000,malewa bay estate
36° 20' 5.9716" E,0° 41' 24.0995" S,05324 - Mario Villa,05324 - Mario Villa,05324,NORTH SHORE 11KV EX MARUL,MARULA,Nakuru,300607745,135.00000000000,colour crop
36° 07' 55.3676" E,0° 25' 15.9774" S,05819 - Lake Nakuru Lodge,05819 - Lake Nakuru Lodge,05819,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607754,100.00000000000,lake nakuru lodge
36° 09' 24.6416" E,0° 29' 13.0241" S,17639 - ELMENTAITA CENTER,17639 - ELMENTAITA CENTER,17639,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607757,141.00000000000,ELMENTAITA CENTRE
36° 08' 25.7810" E,0° 18' 49.9778" S,05761 - Stem Hotel Lanet,05761 - Stem Hotel Lanet,05761,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607758,911.00000000000,stem hotel
36° 08' 33.3142" E,0° 19' 16.7546" S,17503 - K.P.C,17503 - K.P.C,17503,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607761,1330.00000000000,KPC GILGIL
36° 08' 29.7038" E,0° 19' 19.8199" S,17286 - K.P.C Terminal_Nakuru,17286 - K.P.C Terminal_Nakuru,17286,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607762,458.00000000000,KPC
36° 08' 53.0951" E,0° 20' 29.2449" S,17971 - MARY GITEMA,17971 - MARY GITEMA,17971,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607767,0.00000000000,NGOROVA AREA
36° 08' 45.2592" E,0° 20' 43.0215" S,05635 - Mwariki Farm,05635 - Mwariki Farm,05635,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607768,254.00000000000,Gorofa /Kwa Kihuria
36° 08' 43.5026" E,0° 20' 36.9159" S,18108 - NO NAME,18108 - NO NAME,18108,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607769,970.00000000000,UNIQUE HARDWARE
36° 09' 0.7513" E,0° 20' 57.3112" S,18109 - ELMENTAITA CENTER,18109 - ELMENTAITA CENTER,18109,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607770,225.00000000000,near tiles factory
36° 09' 5.6726" E,0° 21' 56.2120" S,05220 - Nderi Borehole,05220 - Nderi Borehole,05220,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607772,602.00000000000,opposite JB Drilling company
36° 09' 19.6587" E,0° 22' 4.3812" S,18067 - NO NAME,18067 - NO NAME,18067,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607773,170.00000000000,MWARIKI EAST
36° 09' 6.6541" E,0° 24' 45.0871" S,18446 - NO NAME,18446 - NO NAME,18446,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607774,1563.00000000000,rhino primary school
36° 17' 26.3491" E,0° 28' 29.4248" S,17425 - Kekopy Trading Centr,17425 - Kekopy Trading Centr,17425,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607775,542.00000000000,Kikopey Trade centre
36° 17' 24.2300" E,0° 28' 47.3908" S,18489 - NO NAME,18489 - NO NAME,18489,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607776,649.00000000000,Ushindi communications
36° 17' 38.4821" E,0° 28' 27.9392" S,17787 - NO NAME,17787 - NO NAME,17787,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607778,1391.00000000000,Unknown
36° 21' 54.4725" E,0° 34' 43.6210" S,05807 - Toll Station_Gilgil,05807 - Toll Station_Gilgil,05807,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607779,108.00000000000,gil gil weighing brige
36° 19' 43.5650" E,0° 31' 29.6476" S,05798T - G. Issaias Co. Quarry,05798T - G. Issaias Co. Quarry,05798T,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607780,0.00000000000,GILGIL
36° 19' 38.1237" E,0° 31' 23.7904" S,LGGT05 - SOGEA SATOM,LGGT05 - SOGEA SATOM,LGGT05,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607781,3.00000000000,marula estates ltd quarry
36° 21' 47.7772" E,0° 35' 35.7463" S,17414 - Marula Water Pump,17414 - Marula Water Pump,17414,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607782,62.00000000000,marula water
36° 11' 40.1398" E,0° 28' 8.0475" S,05221 - Soysambu Estate,05221 - Soysambu Estate,05221,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300607783,150.00000000000,SOYSAMBU CONSERVANCY HQ
36° 18' 43.5767" E,0° 29' 30.6373" S,05164A - Gilgil 5ks Married Q,05164A - Gilgil 5ks Married Q,05164A,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607787,80.00000000000,BARRACKS FIVE GILGIL
36° 19' 20.4685" E,0° 29' 41.8344" S,18661 - GILGIL SIERA LEONE,18661 - GILGIL SIERA LEONE,18661,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607788,2095.00000000000,GILGIL TOWN
36° 19' 4.9752" E,0° 29' 46.0753" S,18649 - gilgil,18649 - gilgil,18649,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607789,1782.00000000000,near gilgil girl's high school
36° 19' 12.4451" E,0° 29' 52.7318" S,05165 - Gilgil Town/G P O To,05165 - Gilgil Town/G P O To,05165,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607790,580.00000000000,GILGIL TOWN
36° 18' 56.8721" E,0° 29' 59.9091" S,18008 - H/WAY EAST GILGIL,18008 - H/WAY EAST GILGIL,18008,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607791,908.00000000000,GILGIL TOWN
36° 19' 7.5538" E,0° 30' 33.8906" S,18665 - KABI SOMALI_GILGIL,18665 - KABI SOMALI_GILGIL,18665,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607792,1909.00000000000,near seventh day adventist ch
36° 19' 27.1520" E,0° 29' 49.6792" S,05183 - Gilgil Railway Station,05183 - Gilgil Railway Station,05183,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607793,521.00000000000,GILGIL RAILWAY POLICE BASE
36° 19' 20.2707" E,0° 29' 56.6322" S,18131 - COMBON POLYTECHNIC,18131 - COMBON POLYTECHNIC,18131,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607794,3614.00000000000,COMBONI POLYTECHNIC
36° 19' 9.5361" E,0° 30' 6.7354" S,05481 - Gilgil Polytechnic,05481 - Gilgil Polytechnic,05481,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607795,2174.00000000000,highway
36° 19' 27.3087" E,0° 30' 19.7698" S,05489 - Gilgil Health Centre,05489 - Gilgil Health Centre,05489,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607797,698.00000000000,Next to Gilgil Town ship scho
36° 19' 13.6615" E,0° 30' 25.9767" S,18521 - SITE & SERVICE,18521 - SITE & SERVICE,18521,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607798,1305.00000000000,near gilgil naivasha road
36° 19' 9.2020" E,0° 30' 22.4942" S,18664 - SITE & SERVICE GILGIL,18664 - SITE & SERVICE GILGIL,18664,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607799,349.00000000000,near naiwaka nursery
36° 19' 27.8802" E,0° 29' 59.9050" S,18660 - KENLANDS,18660 - KENLANDS,18660,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607800,1078.00000000000,KCB BANK
36° 19' 34.9215" E,0° 30' 3.2241" S,GGTT02 - NO NAME,GGTT02 - NO NAME,GGTT02,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607801,1229.00000000000,Opposite  national  oil filli
36° 19' 41.1782" E,0° 30' 11.2792" S,05167 - BONDENI ESTATE GILGIL,05167 - BONDENI ESTATE GILGIL,05167,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607803,2410.00000000000,JAMIA MOSQUE
36° 19' 46.8403" E,0° 30' 20.0120" S,GGTT03 - NO NAME,GGTT03 - NO NAME,GGTT03,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607804,1279.00000000000,near treatment  plant
36° 19' 52.6778" E,0° 30' 14.8950" S,05939 - Gilgil Industies Ltd,05939 - Gilgil Industies Ltd,05939,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607805,630.00000000000,GILGIL TREATMENT INDUSTRIES
36° 19' 54.8810" E,0° 30' 32.8909" S,17498 - G.T.I,17498 - G.T.I,17498,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607806,6.00000000000,op g.t.i
36° 20' 1.6235" E,0° 30' 29.9991" S,17181 - K.P.T Co,17181 - K.P.T Co,17181,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607807,1103.00000000000,GTI
36° 19' 35.1979" E,0° 29' 58.3932" S,05317 - Gilgil Town/E A R Sh,05317 - Gilgil Town/E A R Sh,05317,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607808,1565.00000000000,Next to Safe house
36° 19' 51.8243" E,0° 29' 52.1871" S,18650 - WATER OFFICES,18650 - WATER OFFICES,18650,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607833,1163.00000000000,near rural and sanitation com
36° 19' 58.5787" E,0° 29' 38.4419" S,18651 - SYNDICATE,18651 - SYNDICATE,18651,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607834,1351.00000000000,Near Apostolic Faith Church G
36° 20' 14.1824" E,0° 29' 41.2108" S,17965 - DR. BIHENGOTO,17965 - DR. BIHENGOTO,17965,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607835,857.00000000000,AA  BUILDING
36° 19' 59.0756" E,0° 29' 25.5097" S,18652 - TEACHERS PRIMARY,18652 - TEACHERS PRIMARY,18652,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607836,1180.00000000000,near teachers a primary schoo
36° 20' 16.5780" E,0° 29' 20.5657" S,05299 - War Cementry Gilgil,05299 - War Cementry Gilgil,05299,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607837,686.00000000000,coulson school
36° 21' 0.0719" E,0° 29' 55.3052" S,05556 - Ndume Ya Kenya,05556 - Ndume Ya Kenya,05556,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607838,16.00000000000,NDUME YA KENYA
36° 21' 35.5540" E,0° 30' 16.2419" S,05699 - Adbrico Limited,05699 - Adbrico Limited,05699,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607839,62.00000000000,coolson residence
36° 22' 11.2955" E,0° 30' 7.1168" S,17760 - LANGA LANGA GILGIL,17760 - LANGA LANGA GILGIL,17760,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607840,6448.00000000000,LANGALANGA TOWNSHIP
36° 22' 37.7101" E,0° 30' 13.5638" S,05172 - NAWASCO GILGIL,05172 - NAWASCO GILGIL,05172,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607841,24.00000000000,nawasco
36° 21' 47.3397" E,0° 29' 49.9793" S,05171 - Pembrok School,05171 - Pembrok School,05171,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607842,162.00000000000,PEMBROKE SCHOOL
36° 22' 53.2990" E,0° 30' 42.0404" S,17134 - Turasha Water Works,17134 - Turasha Water Works,17134,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607844,3139.00000000000,konoike water works
36° 21' 28.2868" E,0° 29' 54.3421" S,05170 - Prembroke School,05170 - Prembroke School,05170,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607845,49.00000000000,nys farm
36° 20' 37.9552" E,0° 29' 28.6708" S,05980 - Kenyatta Barracks,05980 - Kenyatta Barracks,05980,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607846,1329.00000000000,NYAHURURU ROAD
36° 20' 52.4133" E,0° 29' 9.1087" S,17300 - Dripland Farm Ltd,17300 - Dripland Farm Ltd,17300,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607847,95.00000000000,BLOOMING AFRICA
36° 20' 34.5388" E,0° 29' 57.2816" S,05736 - Corporals Flats,05736 - Corporals Flats,05736,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607848,140.00000000000,corporal flats
36° 20' 31.5598" E,0° 29' 47.2470" S,05169 - Gilgil Kenyatta Barr,05169 - Gilgil Kenyatta Barr,05169,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607849,495.00000000000,next to nyahururu road
36° 20' 46.5409" E,0° 30' 5.1730" S,05735 - Captains Houses,05735 - Captains Houses,05735,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607850,6.00000000000,inside gilgil baracks
36° 20' 55.1819" E,0° 30' 21.4158" S,05661 - NO NAME,05661 - NO NAME,05661,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607851,93.00000000000,GILGIL BARRACKS (OFFICERS MES
36° 23' 39.3804" E,0° 29' 55.0329" S,05173 - Malewa (Gilgil),05173 - Malewa (Gilgil),05173,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607852,92.00000000000,gatudu center
36° 21' 40.3044" E,0° 28' 41.2719" S,17809 - TERNT NIGEL,17809 - TERNT NIGEL,17809,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607855,47.00000000000,RIDGE MOUNT AREA
36° 21' 29.2816" E,0° 28' 47.8072" S,17810 - TRENT NIGEL,17810 - TRENT NIGEL,17810,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607856,44.00000000000,RIDGE MOUNT AREA
36° 21' 40.0828" E,0° 28' 27.3445" S,17808 - TRENT NIGEL,17808 - TRENT NIGEL,17808,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607857,51.00000000000,Ridge View
36° 21' 52.4341" E,0° 28' 32.9634" S,05180 - Litle Gilgil,05180 - Litle Gilgil,05180,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607858,3.00000000000,RINGE MOUNT AREA
36° 21' 51.8866" E,0° 28' 13.1646" S,05181 - Gilgil,05181 - Gilgil,05181,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607859,23.00000000000,river house compound
36° 21' 50.2754" E,0° 27' 56.3432" S,05182 - Litle Gilgil,05182 - Litle Gilgil,05182,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607860,103.00000000000,gh
36° 21' 52.7144" E,0° 28' 42.5452" S,05179 - Litle Gilgil,05179 - Litle Gilgil,05179,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607861,30.00000000000,LITTLE GILGIL/ (RINGE MOUNT)
36° 21' 59.0074" E,0° 29' 7.4376" S,17925 - SERAH KUROKAWA,17925 - SERAH KUROKAWA,17925,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607862,111.00000000000,Road  Junction Karai Road
36° 22' 9.8664" E,0° 29' 3.5378" S,05177 - Litle Gilgil,05177 - Litle Gilgil,05177,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607863,24.00000000000,Bahati firm
36° 22' 7.6117" E,0° 28' 49.6122" S,05178 - Merlin Farm,05178 - Merlin Farm,05178,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607864,12.00000000000,White firm
36° 22' 11.7270" E,0° 29' 17.6361" S,05176 - Litle Gilgil,05176 - Litle Gilgil,05176,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607865,56.00000000000,Milironi
36° 22' 12.4755" E,0° 29' 31.6504" S,05175 - Langalanga,05175 - Langalanga,05175,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607866,112.00000000000,SANATA CHILDREN'S  HOME
36° 22' 7.6848" E,0° 29' 55.3353" S,05174 - Litle Gilgil,05174 - Litle Gilgil,05174,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607867,142.00000000000,GATUHI
36° 20' 44.2948" E,0° 29' 36.7093" S,05734 - Major Houses,05734 - Major Houses,05734,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300607868,67.00000000000,along gilgil baracks
36° 21' 48.6902" E,0° 50' 26.0104" S,17836 - GIBBS SAFARICOM,17836 - GIBBS SAFARICOM,17836,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607939,0.00000000000,DCK SUB STN
36° 21' 41.1512" E,0° 50' 39.3253" S,18100 - HOMEGROWN,18100 - HOMEGROWN,18100,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607940,0.00000000000,homegrown ltd
36° 22' 13.9308" E,0° 51' 5.2348" S,05608B - Sulmac Co Ltd,05608B - Sulmac Co Ltd,05608B,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607941,1066.00000000000,HOME GROWN LONGONOT FARM
36° 26' 30.2816" E,0° 48' 6.0544" S,18090 - RUBIRI WATER PROJECT,18090 - RUBIRI WATER PROJECT,18090,DCK NAROK 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300607942,189.00000000000,MUBIRI BORE HOLE-MIRERA
36° 26' 45.7396" E,0° 47' 31.1905" S,17178 - MIRERA SUSWA WATER PU,17178 - MIRERA SUSWA WATER PU,17178,KIHOTO SOUTHLAKE 11KV,KIHOTO SUBSTATION,Nakuru,300607943,2769.00000000000,MIRERA NAIVASHA SOUTH LAKE
36° 26' 12.3576" E,0° 47' 35.7954" S,17816 - MIRERA FARM,17816 - MIRERA FARM,17816,KIHOTO SOUTHLAKE 11KV,KIHOTO SUBSTATION,Nakuru,300607944,220.00000000000,MIRERA FARM
36° 25' 45.2432" E,0° 47' 42.0986" S,17916 - KENCELL_MIRERA,17916 - KENCELL_MIRERA,17916,KIHOTO SOUTHLAKE 11KV,KIHOTO SUBSTATION,Nakuru,300607945,318.00000000000,kosovo; karagita area
36° 25' 40.9490" E,0° 47' 28.2377" S,18062 - Mirera Farm,18062 - Mirera Farm,18062,KIHOTO SOUTHLAKE 11KV,KIHOTO SUBSTATION,Nakuru,300607946,1038.00000000000,mirera
36° 21' 51.2073" E,0° 50' 10.5836" S,17899 - RIFT FLOWERS,17899 - RIFT FLOWERS,17899,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607947,30.00000000000,OPPOSITE YMCA
36° 21' 48.5531" E,0° 50' 0.0856" S,05598 - Y M C A,05598 - Y M C A,05598,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607948,100.00000000000,ymca camp
36° 21' 38.5130" E,0° 49' 49.9617" S,17155 - KIMWATU FARM,17155 - KIMWATU FARM,17155,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300607949,307.00000000000,kimwatu
